Variable accession,Variable name,Variable description,Type,Dataset accession,Dataset name,Study,Database
phv00111735,SALADRES,Q15: Type of salad dressing usually use,encoded value,pht001517,f60_item_rel1,phs000200,whi
phv00111736,MAYO,Q16: Type of mayonnaise usually use,encoded value,pht001517,f60_item_rel1,phs000200,whi
phv00111737,POPCORN,Q17: Ate popcorn in last 3 months,encoded value,pht001517,f60_item_rel1,phs000200,whi
phv00111738,POPCTYP,Q17.1: Type of popcorn usually eat,encoded value,pht001517,f60_item_rel1,phs000200,whi
phv00111739,POPCFAT,Q17.2: Fat added to popcorn,encoded value,pht001517,f60_item_rel1,phs000200,whi
phv00111740,COOKIE,Q18: Ate cookies in last 3 months,encoded value,pht001517,f60_item_rel1,phs000200,whi
phv00111741,COOKITYP,Q18.1: Low-fat cookies,encoded value,pht001517,f60_item_rel1,phs000200,whi
phv00111742,CAKE,Q19: Ate cakes/pastries in last 3 months,encoded value,pht001517,f60_item_rel1,phs000200,whi
phv00111743,CAKETYP,Q19.1: Low-fat cakes/pastries,encoded value,pht001517,f60_item_rel1,phs000200,whi
phv00111744,APPLE,"Item #1: Apples and pears, med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111745,BANANA,"Item #2: Bananas, med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111746,PEACH,"Item #3: Peaches, nectarines and plums, med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111747,CANTALOP,"Item #4: Cantaloupe, orange melon, etc, med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111748,WATERMEL,"Item #5: Watermelon and red melon, med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111749,OTHMELON,"Item #6: Other melons, med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111750,APRICOT,"Item #7: Apricots (fresh, canned or dried), med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111751,DRYFRUIT,"Item #8: Dried fruit, med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111752,ORANGE,"Item #9: Oranges, grapefruit and tangerines, med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111753,STRAWBER,"Item #10: Strawberries and kiwi, med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111754,OTHFRUIT,"Item #11: Other fruit, med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111755,OJ,"Item #12: Orange or grapefruit juice, med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111756,KOOLAID,"Item #13:Tang/Kool-Aid/Hi-C/other fruit drinks, med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111757,FRTJUICE,"Item #14:Other fruit juices, med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111758,GRNBEAN,"Item #15: Green or string beans, med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111759,GRNPEAS,"Item #16: Green or English peas, med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111760,REFRIED,"Item #17: Refried beans, med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111761,BEANS,"Item #18: Other beans (baked, lima, etc), med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111762,TOFU,"Item #19: Tofu and textured vegetable products, med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111763,AVOCADO,"Item #20: Avocado and guacamole, med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111764,CORN,"Item #21: Corn and hominy, med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111765,TOMATO,"Item #22: Tomatoes, fresh or juice, med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111766,TOMATOC,"Item #23: Tomatoes cooked, sauce/salsa/picante, med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111767,GRNPEPP,"Item #24: Green peppers/chilies, jalapenos, med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111768,REDPEPP,"Item #25: Red peppers/chilies, med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111769,BROCCOLI,"Item #26: Broccoli, med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111770,GREENS,"Item #27: Cooked Greens (spinach, mustard, etc), med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111771,CARROT,"Item #28: Carrots, incl mixed dishes, med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111772,SUMSQASH,"Item #29: Summer squash/zucchini/nopales/okra, med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111773,WINSQASH,"Item #30: Winter squash (acorn/butternut/pumpkin), med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111774,COLESLAW,"Item #31: Coleslaw, med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111775,CAULIF,"Item #32: Cauliflower/cabbg/skraut/Brussels sprout, med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111776,ONION,"Item #33: Onions & leeks, incl in cooking, med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111777,LETTUCE,"Item #34: Lettuce & plain lettuce salad, med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111778,SALAD,"Item #35: Mixed lettuce/spinach salad w/veg, med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111779,DRESSING,"Item #36: Salad dressing (Italian/1000 Is/French), med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111780,PLANTAIN,"Item #37: Plantains, fried, med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111781,FRIES,"Item #38: French fries/fried potatoes, etc, med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111782,YAM,"Item #39: Sweet potatoes and yams, med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111783,POTATO,"Item #40: Other potato/cassava/yucca, med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111784,PSALAD,"Item #41: Potato,macaroni,pasta salad w/mayo,oil, med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111785,RICE,"Item #42: Rice, grains & plain noodles, med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111786,FAT,"Item #43: Fats added after cooking, med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111787,GRNDMEAT,"Item #44: Ground meat (hamburg/meatloaf/picadillo), med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111788,STEAK,"Item #45: Beef/pork/lamb dish (steak/roast/ham), med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111789,BBQSAND,"Item #46: Beef/pork/lamb as sandwich (steak/bbq), med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111790,STEW,"Item #47: Stew/potpie/casserole w/meat or chicken, med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111791,CHILI,"Item #48: Chili with meat and beans, med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111792,LIVER,"Item #49: Liver (chicken liver & oth organ meat), med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111793,FRYCHICK,"Item #50: Fried chicken, med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111794,ROSTCHIC,"Item #51: Chicken & turkey (roast/stew/broil), med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111795,GRAVY,"Item #52: Gravy made w/meat dripping & wht sauce, med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111796,FRYFISH,"Item #53: Fried fish/fish sandwich/fried shellfish, med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111797,SHELFISH,"Item #54: Shellfish(not fried)-shrimp/lobster etc, med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111798,TUNA,"Item #55: Canned tuna, tuna salad & tuna casserole, med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111799,WHITFISH,"Item #56: White fish (broiled or baked), med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111800,DARKFISH,"Item #57: Dark fish (broiled or baked), med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111801,MACCHEES,"Item #58: Mac&cheese/lasagna/noodles w/cream sauce, med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111802,SPAGMEAT,"Item #59: Spaghetti with meat sauce, med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111803,SPAGTOM,"Item #60: Spaghetti with tomato sauce, med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111804,LOWPIZZA,"Item #61: Low-fat pizza, med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111805,PIZZA,"Item #62: Pizza, med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111806,TAMALE,"Item #63: Tamales, with or w/o meat, med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111807,CHILAQ,"Item #64: Chilaquiles, med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111808,QUESAS,"Item #65: Soft quesadilla, med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111809,QUESAC,"Item #66: Crispy quesadilla & chili relleno, med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111810,TACOSFT,"Item #67: Soft taco & enchilada baked w/o oil, med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111811,FLAUTA,"Item #68: Flauta & crispy rolled taco, med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111812,BURRITO,"Item #69: Regular burrito & enchilada, med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111813,TACO,"Item #70: Taco and tostada, med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111814,LNCHHAM,"Item #71: Lunch meat (ham/turkey/lean meat), med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111815,LNCHBOL,"Item #72: Other lunch meat (bologna/salami/spam), med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111816,HOTDOG,"Item #73: Hot dogs/chorizo/sausage/bratwurst, med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111817,CRMSOUP,"Item #74: Cream soups (chowder/potato/tomato etc), med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111818,BEANSOUP,"Item #75: Bean soup (pea/lentil/blk bean/potajes), med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111819,VEGSOUP,"Item #76: Vegetable soups, med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111820,MENUDO,"Item #77: Menudo and tortilla soup, med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111821,OTHSOUP,"Item #78: Other soups (e.g. chicken noodle), med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111822,BISCUIT,"Item #79: Biscuit/muffin/scone/croissant, med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111823,WHITBRD,"Item #80: White breads (bagel/roll/pita/Eng muff), med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111824,DRKBRD,"Item #81: Drk bread (drk bagel/roll/pita/Eng muff), med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111825,CORNBRD,"Item #82: Cornbread/corn muffin/cornmeal mush, med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111826,TORTILC,"Item #83: Tortillas, corn (not incl tacos), med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111827,TORTILF,"Item #84: Tortillas, flour/wheat (not incl tacos), med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111828,FRYBRD,"Item #85: Indian fry bread, med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111829,CHIPS,"Item #86: Snacks (chips/prkskins/Ritz&chees crack), med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111830,SALTINE,"Item #87: Saltines/SnackWell's/fat-free chips, med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111831,SNKPOPC,"Item #88: Popcorn, med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111832,PEANUT,"Item #89: Peanut butter/peanuts/oth nuts/seeds, med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111833,BUTTER,"Item #90: Butter/marg/oil on bread or tortillas, med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111834,MAYON,"Item #91: Mayo & spreads on sandwiches & salads, med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111835,CLDCERL,"Item #92: Cold cereal, med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111836,COOKCER,"Item #93: Cooked cereals & grits, med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111837,MARGCER,"Item #94: Marg/butter added to cooked cereal, med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111838,MLKCERL,"Item #95: Milk on cereal (cold & cooked), med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111839,PANCAKE,"Item #96: Pancakes and waffles, med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111840,EGGS,"Item #97: Eggs, med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111841,BACON,"Item #98: Bacon/breakfast sausage/scrapple, med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111842,LFCOTCH,"Item #99: Low-fat cottage cheese, med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111843,COTCHEES,"Item #100: Cottage and ricotta cheese, med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111844,NFCHEES,"Item #101: Non-fat cheeses (incl w/cooking), med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111845,LFCHEES,"Item #102: Part-skim or reduced fat cheeses, med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111846,OTHCHEE,"Item #103: Other cheese (cheddar/Swiss/crm cheese), med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111847,NFYOGUR,"Item #104: Non-fat yogurt (not frozen), med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111848,OTHYOGU,"Item #105: Other yogurt (not frozen), med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111849,ICECRM,"Item #106: Ice cream, med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111850,PUDDING,"Item #107: Pudding, custard and flan, med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111851,LFDESST,"Item #108: Low-fat or non-fat frozen desserts, med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111852,DOUGHNT,"Item #109: Doughnut/cake/pastry/Pop-Tart/pan dulce, med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111853,COOKIES,"Item #110: Cookies, med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111854,PUMPPIE,"Item #111: Pumpkin and sweet potato pie, med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111855,OTHPIE,"Item #112: Other pies/fried pastries/pastelitos etc, med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111856,CHOCOLT,"Item #113: Chocolate candy and candy bars, med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111857,CANDY,"Item #114: Hard candy/jam/jelly/honey/syrup, med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111858,MLKDRNK,"Item #115: Milk, all types, not on cereal, med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111859,POP,"Item #116: Regular soft drinks (not diet), med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111860,BEER,"Item #117: Beer, med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111861,WINE,"Item #118: Wine, med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111862,LIQUOR,"Item #119: Liquor, med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111863,COFFEE,"Item #120: Coffee or tea (all types), med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111864,CREAM,"Item #121: Milk/cream/creamer in coffee or tea, med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111865,SUGCOFF,"Item #122: Sugar in coffee/tea & on cereal, med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111866,FRYFREQ,Item #123: Frequency used fat to deep-fry/pan fry/saute,encoded value,pht001517,f60_item_rel1,phs000200,whi
phv00111867,FATFREQ,Item #124: Frequency used fat when cooking,encoded value,pht001517,f60_item_rel1,phs000200,whi
phv00111868,VEGSUMM,Item #125: Vegetable summary,encoded value,pht001517,f60_item_rel1,phs000200,whi
phv00111869,FRUTSUMM,Item #126: Fruit summary,encoded value,pht001517,f60_item_rel1,phs000200,whi
phv00111870,FRUITS,"Computed food group: Fruits, med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111871,VEGTABLS,"Computed food group: Vegetables, med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111872,FRUVEG,"Computed food group: Combined Fruits / Veggies, med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111873,FISH,"Computed food group: Fish, med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111874,REDMEAT,"Computed food group: Red meat, med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111875,POULTRY,"Computed food group: Poultry, med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111876,SOY,"Computed food group: Soy, med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111877,NUTS,"Computed food group: Nuts, med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111878,GRAINS,"Computed food group: Grains, med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111879,WHLGRNS,"Computed food group: Whole Grains, med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111880,MILKS,"Computed food group: Milks, med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00111881,DAIRY,"Computed food group: Dairy, med serv/day",decimal,pht001517,f60_item_rel1,phs000200,whi
phv00154925,SUBJID,WHI dbGaP Subject ID,integer,pht002118,ecg_rel2,phs000200,whi
phv00154926,ECGVTYP,ECG visit type,encoded value,pht002118,ecg_rel2,phs000200,whi
phv00154927,ECGVY,ECG visit year,integer,pht002118,ecg_rel2,phs000200,whi
phv00154928,ECGDAYS,ECG Days since randomization,integer,pht002118,ecg_rel2,phs000200,whi
phv00154929,ACEPT_RR,Acceptable Number of RR Intervals (n),integer,pht002118,ecg_rel2,phs000200,whi
phv00154930,ATR_FIBR,Atrial fibrillation,encoded value,pht002118,ecg_rel2,phs000200,whi
phv00154931,ATR_FLUT,Atrial flutter,encoded value,pht002118,ecg_rel2,phs000200,whi
phv00154932,BPA_AVF,"P wave area, lead bpa_avf",integer,pht002118,ecg_rel2,phs000200,whi
phv00154933,BPA_AVL,"P wave area, lead bpa_avl",integer,pht002118,ecg_rel2,phs000200,whi
phv00154934,BPA_AVR,"P wave area, lead bpa_avr",integer,pht002118,ecg_rel2,phs000200,whi
phv00154935,BPA_I,"P wave area, lead bpa_i",integer,pht002118,ecg_rel2,phs000200,whi
phv00154936,BPA_II,"P wave area, lead bpa_ii",integer,pht002118,ecg_rel2,phs000200,whi
phv00154937,BPA_III,"P wave area, lead bpa_iii",integer,pht002118,ecg_rel2,phs000200,whi
phv00154938,BPA_V1,"P wave area, lead bpa_v1",integer,pht002118,ecg_rel2,phs000200,whi
phv00154939,BPA_V2,"P wave area, lead bpa_v2",integer,pht002118,ecg_rel2,phs000200,whi
phv00154940,BPA_V3,"P wave area, lead bpa_v3",integer,pht002118,ecg_rel2,phs000200,whi
phv00154941,BPA_V4,"P wave area, lead bpa_v4",integer,pht002118,ecg_rel2,phs000200,whi
phv00154942,BPA_V5,"P wave area, lead bpa_v5",integer,pht002118,ecg_rel2,phs000200,whi
phv00154943,BPA_V6,"P wave area, lead bpa_v6",integer,pht002118,ecg_rel2,phs000200,whi
phv00154944,BPI_AVF,"P intrisicoid (time from P onset to peak of P), lead bpi_avf",integer,pht002118,ecg_rel2,phs000200,whi
phv00154945,BPI_AVL,"P intrisicoid (time from P onset to peak of P), lead bpi_avl",integer,pht002118,ecg_rel2,phs000200,whi
phv00154946,BPI_AVR,"P intrisicoid (time from P onset to peak of P), lead bpi_avr",integer,pht002118,ecg_rel2,phs000200,whi
phv00154947,BPI_I,"P intrisicoid (time from P onset to peak of P), lead bpi_i",integer,pht002118,ecg_rel2,phs000200,whi
phv00154948,BPI_II,"P intrisicoid (time from P onset to peak of P), lead bpi_ii",integer,pht002118,ecg_rel2,phs000200,whi
phv00154949,BPI_III,"P intrisicoid (time from P onset to peak of P), lead bpi_iii",integer,pht002118,ecg_rel2,phs000200,whi
phv00154950,BPI_V1,"P intrisicoid (time from P onset to peak of P), lead bpi_v1",integer,pht002118,ecg_rel2,phs000200,whi
phv00154951,BPI_V2,"P intrisicoid (time from P onset to peak of P), lead bpi_v2",integer,pht002118,ecg_rel2,phs000200,whi
phv00154952,BPI_V3,"P intrisicoid (time from P onset to peak of P), lead bpi_v3",integer,pht002118,ecg_rel2,phs000200,whi
phv00154953,BPI_V4,"P intrisicoid (time from P onset to peak of P), lead bpi_v4",integer,pht002118,ecg_rel2,phs000200,whi
phv00154954,BPI_V5,"P intrisicoid (time from P onset to peak of P), lead bpi_v5",integer,pht002118,ecg_rel2,phs000200,whi
phv00154955,BPI_V6,"P intrisicoid (time from P onset to peak of P), lead bpi_v6",integer,pht002118,ecg_rel2,phs000200,whi
phv00154956,BPPA_AVF,"P' area, lead bppa_avf",integer,pht002118,ecg_rel2,phs000200,whi
phv00154957,BPPA_AVL,"P' area, lead bppa_avl",integer,pht002118,ecg_rel2,phs000200,whi
phv00154958,BPPA_AVR,"P' area, lead bppa_avr",integer,pht002118,ecg_rel2,phs000200,whi
phv00154959,BPPA_I,"P' area, lead bppa_i",integer,pht002118,ecg_rel2,phs000200,whi
phv00154960,BPPA_II,"P' area, lead bppa_ii",integer,pht002118,ecg_rel2,phs000200,whi
phv00154961,BPPA_III,"P' area, lead bppa_iii",integer,pht002118,ecg_rel2,phs000200,whi
phv00154962,BPPA_V1,"P' area, lead bppa_v1",integer,pht002118,ecg_rel2,phs000200,whi
phv00154963,BPPA_V2,"P' area, lead bppa_v2",integer,pht002118,ecg_rel2,phs000200,whi
phv00154964,BPPA_V3,"P' area, lead bppa_v3",integer,pht002118,ecg_rel2,phs000200,whi
phv00154965,BPPA_V4,"P' area, lead bppa_v4",integer,pht002118,ecg_rel2,phs000200,whi
phv00154966,BPPA_V5,"P' area, lead bppa_v5",integer,pht002118,ecg_rel2,phs000200,whi
phv00154967,BPPA_V6,"P' area, lead bppa_v6",integer,pht002118,ecg_rel2,phs000200,whi
phv00154968,BPPI_AVF,"P' intrisicoid (time from P onset to peak of P'), lead bppi_avf",integer,pht002118,ecg_rel2,phs000200,whi
phv00154969,BPPI_AVL,"P' area, lead bppi_avl",integer,pht002118,ecg_rel2,phs000200,whi
phv00154970,BPPI_AVR,"P' intrisicoid (time from P onset to peak of P'), lead bppi_avr",integer,pht002118,ecg_rel2,phs000200,whi
phv00154971,BPPI_I,"P' intrisicoid (time from P onset to peak of P'), lead bppi_i",integer,pht002118,ecg_rel2,phs000200,whi
phv00154972,BPPI_II,"P' intrisicoid (time from P onset to peak of P'), lead bppi_ii",integer,pht002118,ecg_rel2,phs000200,whi
phv00154973,BPPI_III,"P' intrisicoid (time from P onset to peak of P'), lead bppi_iii",integer,pht002118,ecg_rel2,phs000200,whi
phv00154974,BPPI_V1,"P' intrisicoid (time from P onset to peak of P'), lead bppi_v1",integer,pht002118,ecg_rel2,phs000200,whi
phv00154975,BPPI_V2,"P' intrisicoid (time from P onset to peak of P'), lead bppi_v2",integer,pht002118,ecg_rel2,phs000200,whi
phv00154976,BPPI_V3,"P' intrisicoid (time from P onset to peak of P'), lead bppi_v3",integer,pht002118,ecg_rel2,phs000200,whi
phv00154977,BPPI_V4,"P' intrisicoid (time from P onset to peak of P'), lead bppi_v4",integer,pht002118,ecg_rel2,phs000200,whi
phv00154978,BPPI_V5,"P' intrisicoid (time from P onset to peak of P'), lead bppi_v5",integer,pht002118,ecg_rel2,phs000200,whi
phv00154979,BPPI_V6,"P' intrisicoid (time from P onset to peak of P'), lead bppi_v6",integer,pht002118,ecg_rel2,phs000200,whi
phv00154980,BQA_AVF,"Q wave area, lead bqa_avf",integer,pht002118,ecg_rel2,phs000200,whi
phv00154981,BQA_AVL,"Q wave area, lead bqa_avl",integer,pht002118,ecg_rel2,phs000200,whi
phv00154982,BQA_AVR,"Q wave area, lead bqa_avr",integer,pht002118,ecg_rel2,phs000200,whi
phv00154983,BQA_I,"Q wave area, lead bqa_i",integer,pht002118,ecg_rel2,phs000200,whi
phv00154984,BQA_II,"Q wave area, lead bqa_ii",integer,pht002118,ecg_rel2,phs000200,whi
phv00154985,BQA_III,"Q wave area, lead bqa_iii",integer,pht002118,ecg_rel2,phs000200,whi
phv00154986,BQA_V1,"Q wave area, lead bqa_v1",integer,pht002118,ecg_rel2,phs000200,whi
phv00154987,BQA_V2,"Q wave area, lead bqa_v2",integer,pht002118,ecg_rel2,phs000200,whi
phv00154988,BQA_V3,"Q wave area, lead bqa_v3",integer,pht002118,ecg_rel2,phs000200,whi
phv00154989,BQA_V4,"Q wave area, lead bqa_v4",integer,pht002118,ecg_rel2,phs000200,whi
phv00154990,BQA_V5,"Q wave area, lead bqa_v5",integer,pht002118,ecg_rel2,phs000200,whi
phv00154991,BQA_V6,"Q wave area, lead bqa_v6",integer,pht002118,ecg_rel2,phs000200,whi
phv00154992,BQI_AVF,"Q intrisicoid (time from Q onset to peak of Q), lead bqi_avf",integer,pht002118,ecg_rel2,phs000200,whi
phv00154993,BQI_AVL,"Q intrisicoid (time from Q onset to peak of Q), lead bqi_avl",integer,pht002118,ecg_rel2,phs000200,whi
phv00154994,BQI_AVR,"Q intrisicoid (time from Q onset to peak of Q), lead bqi_avr",integer,pht002118,ecg_rel2,phs000200,whi
phv00154995,BQI_I,"Q intrisicoid (time from Q onset to peak of Q), lead bqi_i",integer,pht002118,ecg_rel2,phs000200,whi
phv00154996,BQI_II,"Q intrisicoid (time from Q onset to peak of Q), lead bqi_ii",integer,pht002118,ecg_rel2,phs000200,whi
phv00154997,BQI_III,"Q intrisicoid (time from Q onset to peak of Q), lead bqi_iii",integer,pht002118,ecg_rel2,phs000200,whi
phv00154998,BQI_V1,"Q intrisicoid (time from Q onset to peak of Q), lead bqi_v1",integer,pht002118,ecg_rel2,phs000200,whi
phv00154999,BQI_V2,"Q intrisicoid (time from Q onset to peak of Q), lead bqi_v2",integer,pht002118,ecg_rel2,phs000200,whi
phv00155000,BQI_V3,"Q intrisicoid (time from Q onset to peak of Q), lead bqi_v3",integer,pht002118,ecg_rel2,phs000200,whi
phv00155001,BQI_V4,"Q intrisicoid (time from Q onset to peak of Q), lead bqi_v4",integer,pht002118,ecg_rel2,phs000200,whi
phv00155002,BQI_V5,"Q intrisicoid (time from Q onset to peak of Q), lead bqi_v5",integer,pht002118,ecg_rel2,phs000200,whi
